Vin_V,Load,Frequency_Hz,TBPRD,Takeover_Hz,Vout_mean_V,Vout_min_V,Vout_max_V,Vout_ripple_V,IPRI_mean_raw,IPRI_max_raw,COMP_event,TZ_event,settling_time_ms,steady_state_valid,stop_reason,upper_gain_boundary,fault_flags
24,CR15,170000,352,176470,6.230,0.389,9.368,8.915,0,0,58,0,0,0,2,1,0x0
