# run_id=0x25090601,profile_id=0x1405,algorithm_id=0x0016,out_sha256=D10284938BE15DEA5772DF8595F064E40321B2BF26898CED382DE0ABD2C3A8CD
# data_checksum=0xdd05003,count=400,overflow=0
# scope=supplemental_monotonic_16_level_map,scheduled_cr_not_independently_measured=true
bin,t_end_ms_nominal,t_end_target_ticks,scheduled_cr_ohm,raw_min,raw_max,raw_avg,vout_avg_v,cycle_sum,packet_sum,tick_delta,demand_index
391,78400,3922517,5,1202,1223,1211,9.732458,24320,152,12390,48640
392,78600,3935719,5,1200,1217,1206,9.692011,25600,160,13202,51200
393,78800,3948839,5,1196,1213,1204,9.675832,25760,161,13120,51520
394,79000,3961959,5,1195,1210,1200,9.643475,25600,160,13120,51200
395,79200,3974833,5,1193,1205,1198,9.627296,25120,157,12874,50240
396,79400,3988035,5,1192,1206,1198,9.627296,25760,161,13202,51520
397,79600,4001073,5,1192,1206,1198,9.627296,25440,159,13038,50880
398,79800,4014275,5,1192,1205,1197,9.619207,25760,161,13202,51520
399,80000,4027477,5,1193,1206,1197,9.619207,25760,161,13202,51520
# host_gate_result=FAIL,failure_count=5
