Vin,Pout,freq_hz,gain_M,vout,I_p_rms,I_s_rms,I_diode_avg,I_diode_rms,Q
24.0,100.0,150000.0,0.5130318605121233,4.225105860916384,6.116366618091847,7.645458272614809,11.834023015261325,26.288589472138977,0.5820450667523505
24.0,100.0,170000.0,0.462607557938516,3.7410325562097535,5.507613368387359,6.884516710484199,13.365294006063866,29.690218351505713,0.5820450667523505
24.0,100.0,200000.0,0.4020854582936571,3.1600203996191087,4.780613726610492,5.975767158263116,15.822682665601375,35.14916342544724,0.5820450667523505
24.0,100.0,250000.0,0.32883128791955474,2.4567803640277255,3.9047052660387913,4.880881582548489,20.351839640247032,45.21042054889432,0.5820450667523505
30.0,0.0,35000.0,1.2544012790307804,14.352815348369365,8.931324145862945,11.164155182328681,0.0,0.0,0.0
30.0,0.0,40000.0,1.1226900523182963,12.772280627819555,6.994348875979924,8.742936094974905,0.0,0.0,0.0
30.0,0.0,45000.0,1.0472980423780889,11.867576508537068,5.799695409469282,7.249619261836603,0.0,0.0,0.0
30.0,0.0,50000.0,0.9992976310939664,11.291571573127598,4.9804921658501655,6.225615207312707,0.0,0.0,0.0
30.0,0.0,60000.0,0.9429978175223029,10.615973810267636,3.9165785851692876,4.895723231461609,0.0,0.0,0.0
30.0,0.0,70000.0,0.9120158440423873,10.244190128508649,3.2467716931853805,4.058464616481726,0.0,0.0,0.0
30.0,0.0,80000.0,0.8929740586421728,10.015688703706076,2.7816101560915762,3.47701269511447,0.0,0.0,0.0
30.0,0.0,100000.0,0.8715739082464427,9.758886898957313,2.1719590274764875,2.7149487843456095,0.0,0.0,0.0
30.0,0.0,120000.0,0.8603735302130553,9.624482362556664,1.7867064382676878,2.23338304783461,0.0,0.0,0.0
30.0,0.0,140000.0,0.8537581030070033,9.54509723608404,1.5196872180336574,1.8996090225420716,0.0,0.0,0.0
30.0,0.0,150000.0,0.8514214722921452,9.517057667505743,1.414492819970436,1.768116024963045,0.0,0.0,0.0
30.0,0.0,170000.0,0.8479479934001266,9.47537592080152,1.2429901959516996,1.5537377449396246,0.0,0.0,0.0
30.0,0.0,200000.0,0.8445865195091046,9.435038234109257,1.052353276168782,1.3154415952109775,0.0,0.0,0.0
30.0,0.0,250000.0,0.8414599266728824,9.39751912007459,0.8387660377185596,1.0484575471481996,0.0,0.0,0.0
30.0,5.0,35000.0,1.2539624598011874,14.34754951761425,8.97635380686411,11.220442258580137,0.1742457830119904,0.38707680819500845,0.029102253337617522
30.0,5.0,40000.0,1.1225706997604152,12.770848397124983,7.042831675331175,8.803539594163968,0.19575833353113867,0.43486568002390535,0.029102253337617522
30.0,5.0,45000.0,1.0472770978271926,11.86732517392631,5.851196760205507,7.313995950256884,0.21066246718281115,0.4679743405784292,0.029102253337617522
